Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"MARVIMAR, LDA. (1)";"Outro";"Loures";"1,119 €";"GALP";"GPL Auto";"2026-06-12 12:05";"Lisboa";"Av. Dom Afonso Henriques";"São João da Talha";"2695-691";38.821947;-9.097843
"AUTO MINDRICA LDA.";"Outro";"Alcanena";"0,969 €";"GALP";"GPL Auto";"2026-07-13 15:00";"Santarém";"EN 243 Km 23,2";"Minde";"2395-000";39.519272;-8.687941
"Controlsuper - Com. de Combustiveis Lda";"Outro";"Guimarães";"0,934 €";"GALP";"GPL Auto";"2026-07-28 19:40";"Braga";"Circular Urbana Guimarães\r\nEN 105";"Guimarães";"4810-910";41.4512;-8.300733
"Paralelo Alternativo - Comércio de Combustíveis, Ldª";"Outro";"Coimbra";"0,944 €";"GALP";"GPL Auto";"2026-07-30 00:00";"Coimbra";"IC 2 Km 183,4";"Antanhol- Banhos Secos";"3000-032";40.167801;-8.456432
"Cepsa Povoa Santarém";"Outro";"Santarém";"0,916 €";"CEPSA";"GPL Auto";"2026-08-03 00:00";"Santarém";"EN 3 - Km 46";"Póvoa de Santarém";"2000-531";39.303;-8.68559
"CEPSA Carregal do Sal";"Outro";"Carregal do Sal";"0,976 €";"CEPSA";"GPL Auto";"2026-08-03 00:00";"Viseu";"Arruamento Urbano a Sul da Vila s/nCarregal do Sal";"Carregal do Sal";"3430-154";40.4311;-7.99496
"REPSOL Fogueteiro";"Outro";"Seixal";"0,964 €";"REPSOL";"GPL Auto";"2026-08-03 00:00";"Setúbal";"Rua Oliveira Martins";"Paivas";"2845-381";38.617588;-9.116368
"REPSOL Aires  B";"Outro";"Palmela";"0,944 €";"REPSOL";"GPL Auto";"2026-08-03 00:00";"Setúbal";"EN 252 Km 50,460";"Palmela";"2950-439";38.561623;-8.887839
"REPSOL Aveiro - Nó Sul A";"Outro";"Aveiro";"0,954 €";"REPSOL";"GPL Auto";"2026-08-03 00:00";"Aveiro";"AVENIDA DA UNIVERSIDADE";"Aveiro";"3810-489";40.626743;-8.652549
"REPSOL Gandra - Rotunda Oliveiras";"Outro";"Paredes";"0,974 €";"REPSOL";"GPL Auto";"2026-08-03 00:00";"Porto";"VIA ROTA DOS MÓVEIS, n.º 50";"Gandra";"4585-325";41.196667;-8.434161
"OZ ENERGIA  -  MIRANDELA";"Outro";"Mirandela";"0,984 €";"OZ Energia";"GPL Auto";"2026-08-03 01:00";"Bragança";"Lugar do Espinheiral, EN15, Saída Mirandela Oeste";"Espinheiral";"5370-552";41.479393;-7.205275
"CREIXOAUTO GUIMARAES";"Outro";"Guimarães";"1,059 €";"BP";"GPL Auto";"2026-08-03 07:00";"Braga";"Rua Miradouro de Baixo";"Creixomil";"4835-079";41.43717;-8.31279
"BP Portimão Raminha";"Outro";"Portimão";"0,999 €";"BP";"GPL Auto";"2026-08-03 08:40";"Faro";"Avenida São Lourenço da Barrosa, Lote 18 Alto da Raminha";"Portimão";"8500-510";37.14381;-8.54823
"PRIO PENELA";"Outro";"Penela";"0,929 €";"PRIO";"GPL Auto";"2026-08-03 08:45";"Coimbra";"Zona industrial de Penela, lote 1";"Penela";"3230-292";40.01876;-8.37316
"GALP Caneças Norte (11499) B";"Outro";"Odivelas";"0,944 €";"GALP";"GPL Auto";"2026-08-03 08:50";"Lisboa";"Rua Luis de Camões";"Caneças";"1685-601";38.813442;-9.210954
"L. A. CAMEIRINHA , LDA";"Outro";"Beja";"0,954 €";"GALP";"GPL Auto";"2026-08-03 09:00";"Beja";"Rua de Lisboa";"Beja";"7800-000";38.02075;-7.87145
"GALP CST (Leiria-Lisboa) - 13114";"Outro";"Alcobaça";"0,969 €";"GALP";"GPL Auto";"2026-08-03 09:15";"Leiria";"IC2(EN1), Km 101+100 - Sentido Leiria/Lisboa";"Casais de Santa Teresa";"2460-715";39.570324;-8.878646
"PRIO Pousada de Saramagos";"Outro";"Vila Nova de Famalicão";"0,899 €";"PRIO";"GPL Auto";"2026-08-03 09:15";"Braga";"Av. Riopele 815";"Pousada de Saramagos";"4770-405";41.42762;-8.43019
"VMF- Raposeira";"Outro";"Leiria";"0,897 €";"GALP";"GPL Auto";"2026-08-03 09:30";"Leiria";"Rua Dr. Diogo Almeida Pais Santos";"Colmeias";"2420-003";39.796231;-8.727059
"INTERMARCHÉ Ericeira";"Outro";"Mafra";"0,869 €";"INTERMARCHÉ";"GPL Auto";"2026-08-03 09:30";"Lisboa";"Estrada Nacional 116, Km 1, Edifício INTERMARCHÉ";"Ericeira";"2655-139";38.96593;-9.40785
"Q8 Albergaria-a-Velha";"Outro";"Albergaria-a-Velha";"0,889 €";"Q8";"GPL Auto";"2026-08-03 09:40";"Aveiro";"Rua Dr. Quina Ferreira, 74 (EN 16 ao km 11.9)";"Sobreiro";"3850-273";40.68503;-8.521238
"BP Avanca (S-N)";"Outro";"Estarreja";"0,999 €";"BP";"GPL Auto";"2026-08-03 09:40";"Aveiro";"R. do Falcão, E.N. 109 - Km 44.3";"Avanca";"3860-060";40.785388;-8.566024
"E. LECLERC PORTALEGRE";"Outro";"Portalegre";"0,959 €";"LECLERC";"GPL Auto";"2026-08-03 09:50";"Portalegre";"Rua do Joinal";"Lugar do Gaveto";"7300-000";39.27842;-7.43255
"Intermarché Vialonga";"Outro";"Vila Franca de Xira";"0,889 €";"INTERMARCHÉ";"GPL Auto";"2026-08-03 09:55";"Lisboa";"Urb. Terras Compridas, Lote 8\nEstrada da Várzea";"Vialonga";"2625-716";38.86376;-9.09955
"BP - Vale de Figueira";"Outro";"Loures";"0,954 €";"BP";"GPL Auto";"2026-08-03 09:55";"Lisboa";"Rua Alfredo Vitorino Costa";"Vale de Figueira";"2695-772";38.82893;-9.10132
"Chamauto -  Sociedade Transmontana de  Automóveis, Lda (1)";"Outro";"Chaves";"0,999 €";"GALP";"GPL Auto";"2026-08-03 10:10";"Vila Real";"EN 2";"Lombo";"5400-000";41.72866;-7.47115
"COPREL";"Outro";"Mafra";"0,859 €";"GALP";"GPL Auto";"2026-08-03 10:20";"Lisboa";"RUA FRANCISCO AUGUSTO LEITE, 4A DA PERRA";"MAFRA";"2640-410";38.9516;-9.33227
"REPSOL Coina";"Outro";"Barreiro";"0,974 €";"REPSOL";"GPL Auto";"2026-08-03 10:35";"Setúbal";"Estrada Nacional 10";"Coina";"2830-411";38.592712;-9.046671
"REPSOL Lordelo do Ouro";"Outro";"Porto";"1,004 €";"REPSOL";"GPL Auto";"2026-08-03 10:35";"Porto";"Av. Marechal Gomes da Costa, 99";"Porto";"4150-357";41.16147;-8.65623
"ALVES BANDEIRA Albergaria-a-Velha (Urgeiras)";"Outro";"Albergaria-a-Velha";"0,864 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 10:45";"Aveiro";"Zona Industrial de Urgueiras - Lugar de Coito";"Urgueiras";"3850-280";40.70629;-8.482127
"PRIO - Perelhal";"Outro";"Barcelos";"0,909 €";"PRIO";"GPL Auto";"2026-08-03 11:00";"Braga";"Rua Frei Pedro de Perelhal, 856";"Perelhal";"4750-620";41.53171;-8.69155
"PA Amarante - Petrofregim";"Outro";"Amarante";"0,935 €";"PRIO";"GPL Auto";"2026-08-03 11:15";"Porto";"Rua Antonio Carneiro nº. 251";"Amarante";"4600-049";41.266052;-8.070321
"BP- VERMIL";"Outro";"Guimarães";"1,109 €";"BP";"GPL Auto";"2026-08-03 11:20";"Braga";"Rua da Portela nº1005";"Vermil";"4805-546";41.445744;-8.400159
"ALVES BANDEIRA Lourosa B (Norte-Sul)";"Outro";"Santa Maria da Feira";"0,924 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 11:25";"Aveiro";"E.N. 1 - AV. PRINCIPAL, Nº 110";"Lourosa";"4535-090";40.99839;-8.540699
"GASPE Bragança";"Outro";"Bragança";"1,123 €";"GASPE";"GPL Auto";"2026-08-03 11:25";"Bragança";"Estrada Vale de Álvaro";"Bragança";"5300-274";41.81918;-6.75501
"ALVES BANDEIRA Vale de Ourém";"Outro";"Batalha";"0,864 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 11:25";"Leiria";"E.N. 356 - ESTRADA DA BATALHA";"Vale de Ourém";"2495-036";39.63865;-8.71554
"ALVES BANDEIRA Landim";"Outro";"Vila Nova de Famalicão";"0,884 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 11:25";"Braga";"Rua da Est Nacional 204/5, Nº 2035";"Landim";"4770-309";41.379173;-8.451441
"ALVES BANDEIRA Santa Cruz do Bispo";"Outro";"Matosinhos";"0,879 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 11:35";"Porto";"Av. Arquiteto Fernando Távora, 1040 - Lugar de Aguiar";"Santa Cruz do Bispo";"4455-877";41.213566;-8.682849
"BP Barcelos - Ucha (Carbuiberia)";"Outro";"Barcelos";"0,905 €";"BP";"GPL Auto";"2026-08-03 11:35";"Braga";"EN 205, km 33,300 - Lugar de Crasto  - Ucha de São Romão";"Ucha";"4750-767";41.57254;-8.523811
"A. PINTO, LDA.(1)";"Outro";"Faro";"0,944 €";"GALP";"GPL Auto";"2026-08-03 11:40";"Faro";"EN 125 Km 107,6";"Rio Seco";"8005-528";37.02859;-7.90614
"NOVAIS ";"Outro";"Barcelos";"0,888 €";"ESSO";"GPL Auto";"2026-08-03 12:05";"Braga";"R. Santa Eulália, 1579";"Negreiros e Chavão";"4775-193";41.43241;-8.61615
"Novais & Ferreira";"Outro";"Barcelos";"0,898 €";"ESSO";"GPL Auto";"2026-08-03 12:05";"Braga";"EM 306";"Lugar da Portela - Góios";"4755-247";41.475166;-8.632308
"Prio Valadares";"Outro";"Vila Nova de Gaia";"0,999 €";"PRIO";"GPL Auto";"2026-08-03 12:05";"Porto";"Av. Combatentes do Ultramar Português";"Valadares";"4405-707";41.0855;-8.63278
"REPSOL Vila Verde";"Outro";"Vila Verde";"0,974 €";"REPSOL";"GPL Auto";"2026-08-03 12:10";"Braga";"Av. António Sérgio, S/N";"Vila Verde";"4730-709";41.644604;-8.436118
"ES Repsol - Santa Maria da Feira";"Outro";"Santa Maria da Feira";"0,964 €";"REPSOL";"GPL Auto";"2026-08-03 12:10";"Aveiro";"Rua Dr. Crespim Borges Castro";"Santa Maria da Feira";"4520-195";40.92149;-8.5633
"ES REPSOL Barrô";"Outro";"Águeda";"0,954 €";"REPSOL";"GPL Auto";"2026-08-03 12:15";"Aveiro";"ZONA IND.BARRO";"Barrô";"3750-351";40.53712;-8.45097
"PA GESTROIL Belinho";"Outro";"Esposende";"0,908 €";"Genérico";"GPL Auto";"2026-08-03 12:20";"Braga";"Avenida de Belinho, nº64 - E.N. 13 - KM 52";"Belinho";"4740-161";41.599396;-8.785084
"BP VISEU ABRAVESES";"Outro";"Viseu";"0,999 €";"BP";"GPL Auto";"2026-08-03 12:25";"Viseu";"RIBEIRA DE MIDE - VISEU";"Viseu";"3515-419";40.68089;-7.926881
"GASCOMB PRIO TONDELA";"Outro";"Tondela";"0,999 €";"PRIO";"GPL Auto";"2026-08-03 12:30";"Viseu";"EN2 - Lugar de Naia";"Póvoa do Arcediago";"3460-016";40.537857;-8.052477
"ERICEIRA";"Outro";"Mafra";"0,999 €";"BP";"GPL Auto";"2026-08-03 12:30";"Lisboa";"EN 247, Mil Regos";"Ericeira";"2655-319";38.982386;-9.417686
"GALP Penafiel - Tenente Valadim";"Outro";"Penafiel";"0,944 €";"GALP";"GPL Auto";"2026-08-03 12:30";"Porto";"Rua Tenente Valadim E.N 15 Km 29,6 - Tapadinha";"Penafiel";"4560-532";41.194393;-8.297167
"Ultra Resistente - Combustiveis, Ldª";"Outro";"Sátão";"0,959 €";"GALP";"GPL Auto";"2026-08-03 12:40";"Viseu";"EN 229 Km 69.800";"Longra";"3560-085";40.75569;-7.72737
"js e sf";"Outro";"Penafiel";"0,979 €";"Genérico";"GPL Auto";"2026-08-03 13:00";"Porto";"Av. de São Mamede,1974";"São Mamede de Recezinhos";"4560-800";41.2329;-8.22747
"Posto de Abastecimento - Intermarché de Famões";"Área comercial (Hipermercados)";"Odivelas";"0,879 €";"INTERMARCHÉ";"GPL Auto";"2026-08-03 13:15";"Lisboa";"Urb. Quinta do Segulim, Lote EA-01";"Famões";"1675-351";38.792127;-9.214949
"BOMBAGAS COMBUSTIVEIS E LUBRIFICANTES LDA";"Outro";"Vila Verde";"0,909 €";"BOMBAGÁS";"GPL Auto";"2026-08-03 14:00";"Braga";"EN 201";"Marrancos-Arcozelo- Lugar do Monte Afurado";"4731-000";41.67685;-8.52491
"Posto de Sobral de Monte Agraço";"Outro";"Sobral de Monte Agraço";"0,980 €";"GALP";"GPL Auto";"2026-08-03 14:30";"Lisboa";"Av. 1º de Maio";"Sobral de Monte Agraço";"2590-001";39.02191;-9.14838
"PGPL CHAMAGAS Rio Maior";"Outro";"Rio Maior";"0,919 €";"CHAMAGÁS";"GPL Auto";"2026-08-03 14:40";"Santarém";"E.N. 1 - Alto da Serra";"Alto da Serra";"2040-063";39.375793;-8.962691
"Prio - Sto. António dos Cavaleiros";"Outro";"Loures";"0,889 €";"PRIO";"GPL Auto";"2026-08-03 14:45";"Lisboa";"Rua José Malhoa,1- Paradela";"Santo António dos Cavaleiros";"2660-699";38.80744;-9.16869
"Lubriolhão, Lda";"Outro";"Loulé";"0,954 €";"GALP";"GPL Auto";"2026-08-03 14:45";"Faro";"Estrada da Fonte Santa";"Barros de Almancil";"8135-107";37.08517;-8.04257
"AB de Abrantes";"Outro";"Abrantes";"0,884 €";"ALVES BANDEIRA";"GPL Auto";"2026-08-03 15:00";"Santarém";"Rua D. João I";"Samarra - São Vicente";"2200-233";39.46791;-8.20883
"INTERMARCHÉ ALCÁCER DO SAL";"Outro";"Alcácer do Sal";"0,999 €";"INTERMARCHÉ";"GPL Auto";"2026-08-03 15:15";"Setúbal";"Cerrado das Majapoas ";"Alcácer do Sal";"7580-054";38.38147;-8.514054
"POSTO AGUIAR DA BEIRA";"Outro";"Aguiar da Beira";"0,999 €";"Genérico";"GPL Auto";"2026-08-03 15:20";"Guarda";"Quinta de Stº Estevão";"Ponte do Abade";"3570-191";40.85363;-7.50846
"Lagos - E. N. 125 (Oeste)";"Outro";"Lagos";"0,999 €";"BP";"GPL Auto";"2026-08-03 15:35";"Faro";"EN125  Telheiro";"Lagos";"8600-327";37.119785;-8.67342
"ECOBRENT Modivas ";"Outro";"Vila do Conde";"0,939 €";"ECOBRENT";"GPL Auto";"2026-08-03 15:35";"Porto";"Avenida Fonte Cova 400";"Modivas";"4485-592";41.29811;-8.70692
"ECOBRENT - Guia";"Outro";"Albufeira";"0,959 €";"ECOBRENT";"GPL Auto";"2026-08-03 15:40";"Faro";"EN 125, Km 66,6";"Cortelhas";"8200-413";37.12776;-8.29955
"ECOBRENT - Touguinhó";"Outro";"Vila do Conde";"0,939 €";"ECOBRENT";"GPL Auto";"2026-08-03 15:40";"Porto";"Avenida José Ramos Maia S/N,  4480-575 Touguinhó";"Touguinhó";"4480-575";41.392284;-8.700511
"ECOBRENT - Viana do Castelo";"Outro";"Viana do Castelo";"0,949 €";"ECOBRENT";"GPL Auto";"2026-08-03 15:40";"Viana do Castelo";"Rua dos Carregais, 106";"Viana do Castelo";"4900-665";41.70683;-8.80188
"ECOBRENT - Santarém Retail";"Área comercial (Hipermercados)";"Santarém";"0,939 €";"ECOBRENT";"GPL Auto";"2026-08-03 15:40";"Santarém";"Santarém Retail Park Quinta das Cegonhas, Lote 28";"Santarém";"2000-471";39.214977;-8.691306
"REPSOL Rotunda Fundão";"Outro";"Fundão";"0,979 €";"REPSOL";"GPL Auto";"2026-08-03 15:55";"Castelo Branco";"Rua Cidade da Covilha";"Fundão";"6230-346";40.15476;-7.496789
"REPSOL Fundão A - R Cidade Covilhã";"Outro";"Fundão";"0,979 €";"REPSOL";"GPL Auto";"2026-08-03 15:55";"Castelo Branco";"Rua da Cidade da Covilhã, s/n";"Fundão";"6230-346";40.1424;-7.497109
"PVGG INFORGAS  Fundão";"Outro";"Fundão";"0,995 €";"Genérico";"GPL Auto";"2026-08-03 15:55";"Castelo Branco";"Zona Industrial Fundão, lote 171";"Fundão";"6230-483";40.1777;-7.490709
"Cepsa Oliveira do Bairro";"Outro";"Oliveira do Bairro";"0,943 €";"CEPSA";"GPL Auto";"2026-08-03 16:15";"Aveiro";"Est. Vila Verde";"Vila Verde";"3770-305";40.50667;-8.536321
"Moeve - Nelas";"Outro";"Nelas";"0,916 €";"CEPSA";"GPL Auto";"2026-08-03 16:25";"Viseu";"Est. Nacional 234 km 95,6";"Nelas";"3520-095";40.558067;-7.835172
"PA Feitos -Barcelos";"Outro";"Barcelos";"0,899 €";"Genérico";"GPL Auto";"2026-08-03 16:25";"Braga";"Rua da Estrada Nacional 103, km 12,100";"Feitos";"4750-442";41.57053;-8.685565
"CHAMAGÁS LEIRIA";"Outro";"Leiria";"0,899 €";"CHAMAGÁS";"GPL Auto";"2026-08-03 17:05";"Leiria";"Rua de Santa Clara - Parceiros";"Parceiros";"2400-019";39.73963;-8.82211
"PA CHAMAGÁS Pedroso";"Outro";"Vila Nova de Gaia";"0,889 €";"CHAMAGÁS";"GPL Auto";"2026-08-03 17:10";"Porto";"Rua Nova da Raposa, 353 - Pedroso";"Pedroso";"4415-207";41.068367;-8.575472
"GALP Vouzela";"Outro";"Vouzela";"0,989 €";"GALP";"GPL Auto";"2026-08-03 19:15";"Viseu";"Variante de Vouzela";"Vouzela";"3670-234";40.72417;-8.110905
"E. LECLERC AMORA";"Outro";"Seixal";"0,919 €";"LECLERC";"GPL Auto";"2026-08-03 21:00";"Setúbal";"Av. Marginal Silva Gomes";"Amora";"2845-000";38.625215;-9.111194
"TFGEST São Vicente Penso";"Outro";"Braga";"0,934 €";"FREITAS";"GPL Auto";"2026-08-03 22:00";"Braga";"Avenida do Redondelo, 51 (EN 309 - km 29,970 D)";"São Vicente de Penso";"4705-628";41.48778;-8.429883
"Posto de Abastecimento Auto Albergue, Lda.";"Outro";"Pombal";"0,999 €";"Genérico";"GPL Auto";"2026-08-03 22:00";"Leiria";"R. do Castelo";"Albergaria dos Doze";"3100-081";39.80369;-8.59071
"Coop.Agríc.Tocha";"Outro";"Cantanhede";"0,892 €";"Genérico";"GPL Auto";"2026-08-04 00:00";"Coimbra";"Rua Manuel Rodrigues Batata";"Andrades-Tocha";"3064-908";40.31897;-8.75116
"IG Combustíveis";"Outro";"Oliveira do Hospital";"0,999 €";"PRIO";"GPL Auto";"2026-08-04 00:00";"Coimbra";"Av. Dr. Carlos Campos, n.º 3";"Oliveira do Hospital";"3400-058";40.3619;-7.86059
"Galp-OFIMAQ- Pousos_Leiria";"Outro";"Leiria";"0,980 €";"Genérico";"GPL Auto";"2026-08-04 00:00";"Leiria";"Charneca - Pousos";"Leiria";"2410-211";39.735157;-8.764882
"GASOLAR - CAMINHA";"Outro";"Caminha";"0,999 €";"GASOLAR";"GPL Auto";"2026-08-04 00:00";"Viana do Castelo";"Estrada Nacional 13 , 1248";"LANHELAS";"4910-204";41.90873;-8.79339
"A15 - Rio Maior (Norte)";"Auto-estrada";"Rio Maior";"0,999 €";"BP";"GPL Auto";"2026-08-04 00:05";"Santarém";"A15  Km 23.4";"Sublanço Rio Maior/Malaqueijo";"2040-998";39.301414;-8.896528
"A15 - Rio Maior (Sul)";"Auto-estrada";"Rio Maior";"0,999 €";"BP";"GPL Auto";"2026-08-04 00:05";"Santarém";"A15 Km 23,4";"Sublanço Rio Maior/ Malaqueijo";"2040-998";39.299661;-8.896258
"Petrogravo";"Outro";"Oliveira de Frades";"1,169 €";"Genérico";"GPL Auto";"2026-08-04 04:10";"Viseu";"Paredes de Gravo ";"Paredes de Gravo";"3680-174";40.7019;-8.245872
"Bp Estremoz";"Outro";"Estremoz";"0,999 €";"BP";"GPL Auto";"2026-08-04 07:20";"Évora";"Zona Industrial de Estremoz, lote nº 63";"Estremoz";"7100-147";38.84741;-7.5815
"E.LECLERC CALDAS DA RAINHA";"Área comercial (Hipermercados)";"Caldas da Rainha";"0,898 €";"LECLERC";"GPL Auto";"2026-08-04 07:30";"Leiria";"Quinta do Salgado";"Caldas da Rainha";"2504-915";39.403405;-9.148029
"REPSOL Viana do Castelo - Av. Cap. Gaspar Castro";"Outro";"Viana do Castelo";"0,964 €";"Genérico";"GPL Auto";"2026-08-04 08:15";"Viana do Castelo";"Av. Capitão Gaspar Castro";"Viana do Castelo";"4900-462";41.70079;-8.82319
"E.LECLERC FAFE";"Área comercial (Hipermercados)";"Fafe";"0,999 €";"LECLERC";"GPL Auto";"2026-08-04 08:40";"Braga";"Rua Cidade de Guimarães";"Campo do Lameiro – Santo Ovídeo";"4820-178";41.453073;-8.189715
"Gasodueça - PA Genérico Meãs";"Outro";"Miranda do Corvo";"0,909 €";"Genérico";"GPL Auto";"2026-08-04 08:40";"Coimbra";"Rua Trás das Casas 29";"Meãs";"3220-115";40.083;-8.318
"AUCHAN Setúbal - (EN 10)";"Outro";"Setúbal";"0,899 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Setúbal";"Rua Engº Ferreira Dias - (EN 10 Vale do Cobro)";"Setúbal";"2910-000";38.535072;-8.862466
"AUCHAN Matosinhos";"Outro";"Maia";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Porto";"Av. Fernando Távora, nº 1570";"Maia";"4470-558";41.23662;-8.667163
"AUCHAN Castelo Branco";"Outro";"Castelo Branco";"0,919 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Castelo Branco";"Zona Industrial Castelo Branco";"Castelo Branco";"6000-459";39.81447;-7.521308
"AUCHAN Viseu";"Outro";"Viseu";"0,899 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Viseu";"Qta. da Alagoa Estrada Nelas";"Nelas";"3520-000";40.63785;-7.908987
"AUCHAN Alfragide";"Outro";"Oeiras";"0,879 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Rua da Quinta do Salrego (Rua Henrique Mendes) -  Lote 12 - Portela de Carnaxide";"Carnaxide";"2790-144";38.731133;-9.226119
"AUCHAN Alverca ";"Outro";"Vila Franca de Xira";"0,859 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Qta. Drogas da Verdelha E.N.10";"Alverca do Ribatejo";"2615-170";38.888622;-9.041957
"AUCHAN Amadora (UBBO)";"Outro";"Amadora";"0,879 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Av Lima de Freitas Parcela A";"Amadora";"2650-501";38.77347;-9.216102
"AUCHAN Évora";"Outro";"Évora";"0,919 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Évora";"Rua Werner Siemens, Lote 9 - Zona Industrial";"Évora";"7005-345";38.551273;-7.905527
"AUCHAN Santo Tirso";"Outro";"Santo Tirso";"0,839 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Porto";"Rua das Rãs";"Santa Cristina Couto";"4780-219";41.33237;-8.476991
"AUCHAN Figueira da Foz";"Outro";"Figueira da Foz";"0,919 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Coimbra";"Av. Dr. Francisco de Sá Carneiro, Vila Robim";"Chã";"3080-853";40.163612;-8.841515
"AUCHAN Cascais";"Outro";"Cascais";"0,899 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Av. De Sintra / Cascais nº 1617";"Alcabideche";"2755-318";38.71596;-9.418377
"AUCHAN Maia";"Outro";"Maia";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Porto";"Rua Velha de Mandim, nº 67";"Maia";"4470-053";41.249943;-8.619664
"AUCHAN Guimarães";"Outro";"Guimarães";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Braga";"Rua 25 de Abril, 999 Silvares";"Guimarães";"4835-400";41.44742;-8.341431
"AUCHAN Torres Vedras";"Outro";"Torres Vedras";"0,959 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Rua António Alves Ferreira, Nº 2 ";"Torres Vedras";"2560-256";39.10158;-9.254366
"AUCHAN Canidelo";"Outro";"Vila Nova de Gaia";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Porto";"Rua do Emissor, 236-238 Canidelo";"Vila Nova de Gaia";"4400-436";41.130836;-8.646461
"AUCHAN Coimbra";"Outro";"Coimbra";"0,889 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Coimbra";"Rua Ferrer Correia (Estrada das Beiras)";"Coimbra";"3030-329";40.189957;-8.401005
"AUCHAN Vila Real";"Outro";"Vila Real";"0,919 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Vila Real";"Rua Dr. Otílio Figueiredo";"Vila Real";"5000-587";41.29717;-7.736542
"AUCHAN Coina";"Outro";"Barreiro";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Setúbal";"EN 10  Km 18,5";"Coina";"2830-411";38.58063;-9.041657
"AUCHAN Eiras";"Outro";"Coimbra";"0,889 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Coimbra";"Ribeira de Eiras";"Coimbra";"3020-322";40.25461;-8.429237
"AUCHAN Lagoa";"Outro";"Lagoa";"0,939 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Faro";"EN 125 - Sitio da Bemposta";"Bemposta";"8400-701";37.136505;-8.463485
"AUCHAN Famalicão";"Outro";"Vila Nova de Famalicão";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Braga";" EN 206 Av.do Brasil lote, nº2 ";"Vila Nova de Famalicão";"4760-010";41.411793;-8.512639
"AUCHAN Faro";"Outro";"Faro";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Faro";"Av. Cidade Hayward ";"Faro";"8000-074";37.02634;-7.916969
"AUCHAN Paço de Arcos";"Área comercial (Hipermercados)";"Oeiras";"0,899 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Lisboa";"Estrada Paço de Arcos Lote 2";"Paço de Arcos";"2770-129";38.70494;-9.293772
"AUCHAN Setúbal (Alegro)";"Outro";"Setúbal";"0,899 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Setúbal";"Rua Nova Sintra, Lote 18, Azeda";"Setúbal";"2910-039";38.538197;-8.878284
"AUCHAN  Vila do Conde";"Área comercial (Hipermercados)";"Vila do Conde";"0,869 €";"AUCHAN";"GPL Auto";"2026-08-04 08:55";"Porto";"Rua Aristides Sousa Mendes, Lote 2 4480-732  Vila do Conde";"Vila do Conde";"4480-732";41.36259;-8.744403
"REPSOL SOURE I";"Outro";"Soure";"0,944 €";"REPSOL";"GPL Auto";"2026-08-04 09:00";"Coimbra";"Cruz-Nova";"Soure";"3130-200";40.064014;-8.618356
"COOP. AGR. DE SANTO TIRSO E TROFA";"Outro";"Santo Tirso";"0,866 €";"REPSOL";"GPL Auto";"2026-08-04 09:15";"Porto";"Rua Major Dinis, 106";"Santa Cristina Couto";"4780-200";41.334717;-8.480655
"GALP VILA FRANCA XIRA";"Outro";"Vila Franca de Xira";"0,944 €";"GALP";"GPL Auto";"2026-08-04 09:20";"Lisboa";"EN 1 Km 24,7";"Povos";"2600-000";38.965427;-8.983408
"COMBSANTOS  PINDELO DE SILGUEIROS";"Outro";"Viseu";"0,979 €";"NOVA";"GPL Auto";"2026-08-04 09:25";"Viseu";"AV. JOÃO PADEIRO";"Pindelo";"3500-543";40.57759;-7.94474
